,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close
203,SDLBSL,                                        916.40,                                        -13.60,                                        -1.46,                                        921.00,                                        935.00,                                        916.40,                                        321.00,                                        930.00
204,SEF,                                        7.99,                                        -0.18,                                        -2.20,                                        8.01,                                        8.01,                                        7.85,"                                        12,475.00",                                        8.17
205,SFCL,                                        255.00,                                        -6.90,                                        -2.63,                                        256.80,                                        260.00,                                        253.00,"                                        11,076.00",                                        261.90
206,SFMF,                                        8.91,                                        0.01,                                        0.11,                                        8.80,                                        8.91,                                        8.75,"                                        13,585.00",                                        8.90
207,SGHC,                                        240.10,                                        -11.60,                                        -4.61,                                        247.00,                                        251.00,                                        240.10,"                                        5,012.00",                                        251.70
208,SHEL,                                        232.00,                                        -2.00,                                        -0.85,                                        229.40,                                        232.00,                                        227.00,                                        795.00,                                        234.00
209,SHINE,                                        325.00,                                        -1.00,                                        -0.31,                                        327.00,                                        330.00,                                        322.70,"                                        31,442.00",                                        326.00
210,SHIVM,                                        529.30,                                        -22.50,                                        -4.08,                                        552.00,                                        559.00,                                        529.00,"                                        203,620.00",                                        551.80
211,SHL,                                        215.00,                                        -1.00,                                        -0.46,                                        215.00,                                        216.80,                                        213.00,"                                        25,656.00",                                        216.00
212,SHPC,                                        271.40,                                        -3.60,                                        -1.31,                                        273.10,                                        274.00,                                        270.20,"                                        26,375.00",                                        275.00
213,SICL,                                        755.00,                                        -22.00,                                        -2.83,                                        772.00,                                        775.00,                                        745.00,"                                        9,741.00",                                        777.00
214,SIFC,                                        304.80,                                        3.80,                                        1.26,                                        295.30,                                        304.80,                                        295.00,"                                        3,183.00",                                        301.00
215,SIGS2,                                        8.10,                                        0.04,                                        0.50,                                        8.10,                                        8.10,                                        8.10,                                        278.00,                                        8.06
216,SIKLES,                                        364.00,                                        -1.00,                                        -0.27,                                        359.10,                                        370.90,                                        358.00,"                                        17,457.00",                                        365.00
217,SIL,                                        485.00,                                        -13.70,                                        -2.75,                                        493.60,                                        497.00,                                        484.00,"                                        3,497.00",                                        498.70
218,SINDU,                                        254.90,                                        -2.80,                                        -1.09,                                        262.80,                                        262.80,                                        250.00,"                                        7,366.00",                                        257.70
219,SJCL,                                        217.00,                                        -5.40,                                        -2.43,                                        220.00,                                        222.00,                                        217.00,"                                        5,685.00",                                        222.40
220,SKBBL,"                                        1,110.00",                                        -22.00,                                        -1.94,"                                        1,132.00","                                        1,133.00","                                        1,105.00","                                        8,478.00","                                        1,132.00"
221,SLBBL,                                        810.00,                                        -16.00,                                        -1.94,                                        827.00,                                        827.00,                                        810.00,"                                        1,861.00",                                        826.00
222,SLBBLP,                                        288.00,                                        0.00,                                        0.00,                                        288.00,                                        288.00,                                        288.00,"                                        4,564.00",                                        288.00
223,SLBSL,"                                        1,192.00",                                        -8.00,                                        -0.67,"                                        1,176.50","                                        1,192.00","                                        1,170.00",                                        247.00,"                                        1,200.00"
224,SLCF,                                        7.10,                                        -0.19,                                        -2.61,                                        7.15,                                        7.15,                                        7.10,                                        500.00,                                        7.29
225,SLI,                                        328.20,                                        -17.70,                                        -5.12,                                        339.00,                                        339.00,                                        326.00,"                                        8,430.00",                                        345.90
226,SMATA,                                        716.00,                                        -15.00,                                        -2.05,                                        730.00,                                        732.00,                                        716.00,                                        741.00,                                        731.00
227,SMB,"                                        1,200.40",                                        -46.60,                                        -3.74,"                                        1,222.10","                                        1,222.10","                                        1,177.00",                                        238.00,"                                        1,247.00"
228,SMFBS,"                                        1,352.00",                                        -23.00,                                        -1.67,"                                        1,349.00","                                        1,375.00","                                        1,349.00",                                        100.00,"                                        1,375.00"
229,SMFDB,"                                        1,060.20",                                        96.30,                                        9.99,                                        983.10,"                                        1,060.20",                                        983.10,"                                        1,162.00",                                        963.90
230,SPDL,                                        260.60,                                        -3.50,                                        -1.33,                                        260.00,                                        264.00,                                        257.00,"                                        22,526.00",                                        264.10
231,SPHL,                                        350.00,                                        -9.00,                                        -2.51,                                        351.90,                                        362.00,                                        346.00,"                                        2,720.00",                                        359.00
232,SRBL,                                        187.00,                                        -3.00,                                        -1.58,                                        190.00,                                        190.00,                                        187.00,"                                        17,593.00",                                        190.00
233,SRD80,                                        980.00,                                        0.00,                                        0.00,                                        980.00,                                        980.00,                                        980.00,                                        25.00,                                        980.00
234,SSHL,                                        168.00,                                        -10.00,                                        -5.62,                                        175.00,                                        175.00,                                        167.00,"                                        47,525.00",                                        178.00
235,STC,"                                        3,601.00",                                        -39.00,                                        -1.07,"                                        3,585.00","                                        3,654.00","                                        3,583.00","                                        1,187.00","                                        3,640.00"
236,SWBBL,"                                        1,188.20",                                        -15.80,                                        -1.31,"                                        1,182.20","                                        1,200.00","                                        1,182.20","                                        1,375.00","                                        1,204.00"
237,SWMF,                                        700.00,                                        -9.00,                                        -1.27,                                        710.00,                                        735.00,                                        700.00,"                                        2,985.00",                                        709.00
238,TPC,                                        320.50,                                        -8.50,                                        -2.58,                                        322.50,                                        325.00,                                        318.00,                                        390.00,                                        329.00
239,TRH,                                        339.30,                                        -4.70,                                        -1.37,                                        340.00,                                        342.90,                                        338.10,"                                        6,813.00",                                        344.00
240,UHEWA,                                        357.00,                                        -10.90,                                        -2.96,                                        360.60,                                        365.00,                                        340.00,"                                        26,006.00",                                        367.90
241,UIC,                                        339.00,                                        -6.10,                                        -1.77,                                        339.00,                                        342.00,                                        339.00,"                                        2,089.00",                                        345.10
242,ULBSL,"                                        3,440.00",                                        -49.00,                                        -1.40,"                                        3,420.00","                                        3,450.00","                                        3,410.10",                                        890.00,"                                        3,489.00"
243,UMHL,                                        220.00,                                        -9.50,                                        -4.14,                                        225.50,                                        227.00,                                        220.00,"                                        49,757.00",                                        229.50
244,UMRH,                                        406.00,                                        -6.00,                                        -1.46,                                        405.00,                                        406.00,                                        400.00,"                                        3,077.00",                                        412.00
245,UNHPL,                                        189.50,                                        -0.50,                                        -0.26,                                        186.30,                                        189.50,                                        183.00,"                                        7,880.00",                                        190.00
246,UNL,"                                        18,600.00",                                        239.90,                                        1.31,"                                        18,727.00","                                        19,050.00","                                        18,424.00",                                        50.00,"                                        18,360.10"
247,UPCL,                                        211.90,                                        -4.10,                                        -1.90,                                        211.70,                                        216.40,                                        210.00,"                                        59,516.00",                                        216.00
248,UPPER,                                        368.10,                                        -3.90,                                        -1.05,                                        366.00,                                        373.30,                                        366.00,"                                        20,467.00",                                        372.00
249,USHEC,                                        242.70,                                        -6.30,                                        -2.53,                                        249.00,                                        249.00,                                        240.10,"                                        4,683.00",                                        249.00
250,USLB,                                        869.00,                                        -31.00,                                        -3.44,                                        885.00,                                        885.10,                                        868.00,                                        395.00,                                        900.00
251,VLBS,                                        829.20,                                        -5.80,                                        -0.69,                                        840.00,                                        845.00,                                        805.00,                                        725.00,                                        835.00
252,WNLB,                                        902.00,                                        2.00,                                        0.22,                                        915.00,                                        918.00,                                        885.00,                                        510.00,                                        900.00
